Bridge Site,Bridge Survey: Created Date,Bridge Survey: Bridge Survey Name,Origin,Origin - Other,Origin - Admin Code,Destination,Destination - Other,Destination - Admin Code,Home Village,Home Village - Other,Home Village - Admin Code,Crossing Method,Purpose of Travel,Purpose of Travel - Other,Purpose of Travel - Categorized,Travel time,Gender,Approximate Age,Number of seniors traveling,Number of adults,Number of young adults traveling,Number of school aged children,Number of young children,Mode of Transportation,Cargo,Cargo - Other,Notes,Person previously surveyed today,River Conditions,River Photo URL,Weather Conditions,Bridge Survey: ID,home_centroid,destination_centroid,Bridge Name,bridge_coordinates,home_to_bridge_distance,bridge_to_destination_distance,total_distance
Rwamamara,19/01/2020,Bridge Survey - 00003544,,,,Other,Ngororero Catholic parish,35110506,Other,Gasarara,35110502,B2P bridge,Church or worship,,Worship,120.0,Female,Senior,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEY,POINT (454966.7886936531 4795409.294426394),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),3756.5106207477534,1054.4142580655296,4810.924878813283
Rwamamara,19/01/2020,Bridge Survey - 00003545,,,,Other,Ngororero Catholic parish,35110506,Other,Gasarara,35110502,B2P bridge,Church or worship,,Worship,120.0,Female,Senior,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEZ,POINT (454966.7886936531 4795409.294426394),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),3756.5106207477534,1054.4142580655296,4810.924878813283
Gahororo,16/02/2020,Bridge Survey - 00004260,,,,Karama Catholic Parish,,24030306,Bunazi,,24030203,B2P bridge,Church or worship,,Worship,120.0,Female,Senior,,,5.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x5zQAB,Sunny; Temperature is hot,a3b3Z000000OhTg,POINT (460368.2649840628 4707036.930262293),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),3174.5678529048546,783.315257932732,3957.8831108375866
Gahororo,16/02/2020,Bridge Survey - 00004276,,,,Karama Catholic Parish,,24030306,Bunazi,,24030203,B2P bridge,Church or worship,,Worship,120.0,Female,Senior,,2.0,,1.0,1.0,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x5zQAB,Sunny; Temperature is hot,a3b3Z000000OhTw,POINT (460368.2649840628 4707036.930262293),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),3174.5678529048546,783.315257932732,3957.8831108375866
Rwimvubu,05/10/2019,Bridge Survey - 00001962,,,,Other,Busanze Catholic Parish,23010403,Giheta,,23070104,B2P bridge,Church or worship,,Worship,180.0,Female,Senior,,1.0,1.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xIpQAJ,Cloudy; Temperature is moderate,a3b3Z000000OVBN,POINT (449052.4033480892 4697981.223031322),POINT (446194.2024093012 4692694.517203621),Rwimvubu,POINT (448461.04589102906 4695312.206019547),2733.7438525149714,3462.7841555137793,6196.52800802875
Kanyarira,29/08/2019,Bridge Survey - 00001009,,,,Other,Nyarusange,26020111,Other,Bisika,26020401,B2P bridge,Church or worship,,Worship,,Female,Senior,,2.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xDDQAZ,Sunny; Temperature is moderate,a3b3Z000000ORSW,POINT (466829.8296667234 4765693.22930698),POINT (470949.94093175814 4761382.7675702935),Kanyarira,POINT (467272.6222245 4766292.833421262),745.3793283196095,6134.445332350554,6879.824660670163
Kanyarira,06/11/2019,Bridge Survey - 00002493,,,,Other,Gashinge,26020404,Other,Giseke,43110202,B2P bridge,Church or worship,,Worship,,Female,Senior,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xNHQAZ,Sunny; Temperature is moderate,a3b3Z000000OYF8,POINT (456933.27842769056 4825125.487488912),POINT (467845.6167933495 4765347.4953771625),Kanyarira,POINT (467272.6222245 4766292.833421262),59734.27169383123,1105.4351150352145,60839.706808866445
Rwimvubu,06/10/2019,Bridge Survey - 00001976,,,,Mashya,,23070105,Marambi,,23010503,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,,1.0,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xItQAJ,Cloudy; Temperature is cool,a3b3Z000000OVCF,POINT (447528.3269721759 4695446.7041571345),POINT (448860.1852472086 4695981.416842142),Rwimvubu,POINT (448461.04589102906 4695312.206019547),942.3663462800127,779.2017394295596,1721.5680857095722
Gahororo,17/11/2019,Bridge Survey - 00002953,,,,Other,Karama Catholic parish,24030306,Muhembe,,24030501,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,,2.0,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ7QAJ,Sunny; Temperature is hot,a3b3Z000000OZUe,POINT (462949.4739382922 4710738.856083672),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),2059.7404535075807,783.315257932732,2843.0557114403127
Gahororo,17/11/2019,Bridge Survey - 00002894,,,,Other,Karama Catholic parish,24030306,Other,Ketete,24030502,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,1.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ7QAJ,Sunny; Temperature is hot,a3b3Z000000OZTh,POINT (460452.9499592557 4708987.8959025415),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1276.6506003800457,783.315257932732,2059.9658583127775
Gahororo,17/11/2019,Bridge Survey - 00002937,,,,Other,Karama Catholic parish,24030306,Other,Ketete,24030502,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ7QAJ,Sunny; Temperature is hot,a3b3Z000000OZUO,POINT (460452.9499592557 4708987.8959025415),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1276.6506003800457,783.315257932732,2059.9658583127775
Rwamamara,19/01/2020,Bridge Survey - 00003513,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfE3,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/01/2020,Bridge Survey - 00003580,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,1.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfF8,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/01/2020,Bridge Survey - 00003588,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,30.0,Female,Young adult,,,1.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfFG,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Kanyarira,08/11/2019,Bridge Survey - 00002534,,,,Kanyarira Praying Mountain,,26020404,Rukurazo,,27090402,B2P bridge,Church or worship,,Worship,40.0,Female,Young adult,,,2.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xNfQAJ,Sunny; Temperature is moderate,a3b3Z000000OYZx,POINT (466049.58961316216 4766771.88363353),POINT (467845.6167933495 4765347.4953771625),Kanyarira,POINT (467272.6222245 4766292.833421262),1313.5059475577818,1105.4351150352145,2418.9410625929963
Gahororo,16/11/2019,Bridge Survey - 00002858,,,,Other,Karama Catholic parish,24030306,Other,Ketete,24030502,B2P bridge,Church or worship,Baptism class,Worship,40.0,Female,Young adult,,,2.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ1QAJ,Sunny; Temperature is moderate,a3b3Z000000OZSd,POINT (460452.9499592557 4708987.8959025415),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1276.6506003800457,783.315257932732,2059.9658583127775
Gahororo,16/11/2019,Bridge Survey - 00002873,,,,Other,Karama Catholic parish,24030306,Muhembe,,24030501,B2P bridge,Church or worship,Choir practice,Worship,40.0,Female,Young adult,,,2.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ1QAJ,Sunny; Temperature is moderate,a3b3Z000000OZSs,POINT (462949.4739382922 4710738.856083672),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),2059.7404535075807,783.315257932732,2843.0557114403127
Gahororo,17/11/2019,Bridge Survey - 00002939,,,,Other,Karama Catholic parish,24030306,Muhembe,,24030501,B2P bridge,Church or worship,,Worship,40.0,Female,Young adult,,,2.0,3.0,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ7QAJ,Sunny; Temperature is hot,a3b3Z000000OZUQ,POINT (462949.4739382922 4710738.856083672),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),2059.7404535075807,783.315257932732,2843.0557114403127
Rwamamara,18/10/2019,Bridge Survey - 00002139,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,3.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKpQAJ,Sunny,a3b3Z000000OWSW,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/10/2019,Bridge Survey - 00002212,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKrQAJ,Sunny,a3b3Z000000OWXU,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/10/2019,Bridge Survey - 00002215,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKrQAJ,Sunny,a3b3Z000000OWXX,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,15/01/2020,Bridge Survey - 00003292,,,,Other,Ngororero Catholic parish,35110506,Mubuga,,35050604,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,2.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A20hPQAR,Sunny; Temperature is hot,a3b3Z000000Oey9,POINT (457285.23232917424 4796641.209471824),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),1186.7767427154652,1054.4142580655296,2241.1910007809947
Rwamamara,19/01/2020,Bridge Survey - 00003535,,,,Other,Ngororero Catholic parish,35110506,Gaseke,,35050601,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEP,POINT (457120.26258220157 4797836.69920569),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),986.6996808083875,1054.4142580655296,2041.113938873917
Rwamamara,19/01/2020,Bridge Survey - 00003536,,,,Other,Ngororero Catholic parish,35110506,Gaseke,,35050601,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEQ,POINT (457120.26258220157 4797836.69920569),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),986.6996808083875,1054.4142580655296,2041.113938873917
Rwamamara,19/01/2020,Bridge Survey - 00003475,,,,Other,Ngororero Adventist church,35110503,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AbQAJ,Sunny; Temperature is moderate,a3b3Z000000OfDR,POINT (457858.6300733068 4797916.681358016),POINT (458581.166789693 4794945.71108277),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,2645.197191988003,3073.470224388016
Rwamamara,19/01/2020,Bridge Survey - 00003569,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEx,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/01/2020,Bridge Survey - 00003589,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,4.0,,1.0,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfFH,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/01/2020,Bridge Survey - 00003590,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,3.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfFI,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Kanyarira,05/02/2020,Bridge Survey - 00003807,,,,Kanyarira Praying Mountain,,26020404,Bisika,,26020401,B2P bridge,Church or worship,,Worship,60.0,Female,Young adult,,,2.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1tkgQAB,Sunny; Temperature is moderate,a3b3Z000000OgWW,POINT (466829.8296667234 4765693.22930698),POINT (467845.6167933495 4765347.4953771625),Kanyarira,POINT (467272.6222245 4766292.833421262),745.3793283196095,1105.4351150352145,1850.814443354824
Gahororo,15/02/2020,Bridge Survey - 00004204,,,,Karama Catholic Parish,,24030306,Rujyejye,,24030504,B2P bridge,Church or worship,Baptism class,Worship,60.0,Female,Young adult,,,2.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x4IQAR,Sunny; Temperature is hot,a3b3Z000000OhSm,POINT (461895.66951274005 4709751.44963725),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1004.6141111747718,783.315257932732,1787.9293691075038
Gahororo,15/02/2020,Bridge Survey - 00004205,,,,Karama Catholic Parish,,24030306,Rujyejye,,24030504,B2P bridge,Church or worship,Baptism class,Worship,60.0,Female,Young adult,,,1.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x4IQAR,Sunny; Temperature is hot,a3b3Z000000OhSn,POINT (461895.66951274005 4709751.44963725),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1004.6141111747718,783.315257932732,1787.9293691075038
Gahororo,15/02/2020,Bridge Survey - 00004206,,,,Karama Catholic Parish,,24030306,Rujyejye,,24030504,B2P bridge,Church or worship,Baptism class,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x4IQAR,Sunny; Temperature is hot,a3b3Z000000OhSo,POINT (461895.66951274005 4709751.44963725),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1004.6141111747718,783.315257932732,1787.9293691075038
Gahororo,15/02/2020,Bridge Survey - 00004211,,,,Karama Catholic Parish,,24030306,Rujyejye,,24030504,B2P bridge,Church or worship,Baptism class,Worship,60.0,Female,Young adult,,,,4.0,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x4IQAR,Sunny; Temperature is hot,a3b3Z000000OhSt,POINT (461895.66951274005 4709751.44963725),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1004.6141111747718,783.315257932732,1787.9293691075038
Gahororo,15/02/2020,Bridge Survey - 00004213,,,,Karama Catholic Parish,,24030306,Rujyejye,,24030504,B2P bridge,Church or worship,Baptism class,Worship,60.0,Female,Young adult,,,,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1x4IQAR,Sunny; Temperature is hot,a3b3Z000000OhSv,POINT (461895.66951274005 4709751.44963725),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),1004.6141111747718,783.315257932732,1787.9293691075038
Gahororo,16/09/2019,Bridge Survey - 00001400,,,,Karama Center,Catholic parish,24030306,Bunazi,,24030204,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xG4QAJ,Sunny; Temperature is moderate,a3b3Z000000OT7O,POINT (461368.3366711711 4708102.269158142),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),2088.164684228002,783.315257932732,2871.479942160734
Rwamamara,18/10/2019,Bridge Survey - 00002152,,,,Other,Ngororero Catholic parish,35110506,Gasiza,,35050602,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,3.0,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKpQAJ,Sunny,a3b3Z000000OWSj,POINT (457858.6300733068 4797916.681358016),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),428.2730324000133,1054.4142580655296,1482.687290465543
Rwamamara,19/10/2019,Bridge Survey - 00002210,,,,Other,Ngororero Catholic parish,35110506,Gaseke,,35050601,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKrQAJ,Sunny,a3b3Z000000OWXS,POINT (457120.26258220157 4797836.69920569),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),986.6996808083875,1054.4142580655296,2041.113938873917
Rwamamara,19/10/2019,Bridge Survey - 00002223,,,,Other,Hindiro,35030101,Mubuga,,35050604,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,2.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKrQAJ,Sunny,a3b3Z000000OWXf,POINT (457285.23232917424 4796641.209471824),POINT (457835.04119296087 4799332.380744868),Rwamamara,POINT (458061.0676080111 4797539.2733098455),1186.7767427154652,1807.2969357118236,2994.0736784272885
Rwamamara,20/10/2019,Bridge Survey - 00002242,,,,Other,Ngororero Catholic parish,35110506,Gaseke,,35050601,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1xKxQAJ,Sunny,a3b3Z000000OWXy,POINT (457120.26258220157 4797836.69920569),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),986.6996808083875,1054.4142580655296,2041.113938873917
Gahororo,17/11/2019,Bridge Survey - 00002922,,,,Other,Karama Catholic parish,24030306,Bunazi,,24030201,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,3.0,,,Foot,,,,,River is very shallow (water is knee-deep or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A1yJ7QAJ,Sunny; Temperature is hot,a3b3Z000000OZU9,POINT (462171.83802074776 4708038.916001274),POINT (460782.5251079745 4710912.365775114),Gahororo,POINT (460974.80373578705 4710153.016235971),2429.467201201901,783.315257932732,3212.782459134633
Rwamamara,19/01/2020,Bridge Survey - 00003516,,,,Other,Ngororero Catholic parish,35110506,Mubuga,,35050604,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,1.0,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfE6,POINT (457285.23232917424 4796641.209471824),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),1186.7767427154652,1054.4142580655296,2241.1910007809947
Rwamamara,19/01/2020,Bridge Survey - 00003559,,,,Other,Ngororero Catholic parish,35110506,Mubuga,,35050604,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEn,POINT (457285.23232917424 4796641.209471824),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),1186.7767427154652,1054.4142580655296,2241.1910007809947
Rwamamara,19/01/2020,Bridge Survey - 00003560,,,,Other,Ngororero Catholic parish,35110506,Mubuga,,35050604,B2P bridge,Church or worship,,Worship,90.0,Female,Young adult,,,,,,Foot,,,,,River is somewhat shallow (water reaches waist or less),https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000A21AdQAJ,Sunny; Temperature is hot,a3b3Z000000OfEo,POINT (457285.23232917424 4796641.209471824),POINT (458568.0082580241 4796614.7190361675),Rwamamara,POINT (458061.0676080111 4797539.2733098455),1186.7767427154652,1054.4142580655296,2241.1910007809947
